Asset,Name,Ticker,Date,Open,High,Low,Close,Volume
GOLD,Gold Futures (GC=F),GC=F,2025-06-10,3302.0,3344.3,3302.0,3320.8999,65
GOLD,Gold Futures (GC=F),GC=F,2025-06-11,3328.0,3356.0,3321.3,3321.3,2106
GOLD,Gold Futures (GC=F),GC=F,2025-06-12,3363.0,3395.8999,3353.3999,3380.8999,1818
GOLD,Gold Futures (GC=F),GC=F,2025-06-13,3407.3,3444.0,3407.3,3431.2,499
GOLD,Gold Futures (GC=F),GC=F,2025-06-16,3442.0,3442.0,3385.3999,3396.3999,480
GOLD,Gold Futures (GC=F),GC=F,2025-06-17,3398.3,3398.3,3376.1001,3386.6001,1477
GOLD,Gold Futures (GC=F),GC=F,2025-06-18,3385.3,3391.8999,3365.1001,3389.8,0
GOLD,Gold Futures (GC=F),GC=F,2025-06-20,3350.0,3372.8999,3341.0,3368.1001,709
GOLD,Gold Futures (GC=F),GC=F,2025-06-23,3365.8999,3387.8999,3350.0,3377.7,30
GOLD,Gold Futures (GC=F),GC=F,2025-06-24,3358.0,3358.0,3301.0,3317.3999,538
GOLD,Gold Futures (GC=F),GC=F,2025-06-25,3321.6001,3331.2,3310.6001,3327.1001,373
GOLD,Gold Futures (GC=F),GC=F,2025-06-26,3332.3999,3333.5,3332.3999,3333.5,2058
GOLD,Gold Futures (GC=F),GC=F,2025-06-27,3318.7,3318.7,3253.8,3273.7,284
GOLD,Gold Futures (GC=F),GC=F,2025-06-30,3265.8999,3306.8999,3262.0,3294.3999,1242
GOLD,Gold Futures (GC=F),GC=F,2025-07-01,3310.1001,3354.1001,3310.1001,3336.7,371
GOLD,Gold Futures (GC=F),GC=F,2025-07-02,3329.0,3357.5,3329.0,3348.0,39
GOLD,Gold Futures (GC=F),GC=F,2025-07-03,3362.0,3362.0,3322.3,3331.6001,0
GOLD,Gold Futures (GC=F),GC=F,2025-07-04,3342.0,3342.0,3332.5,3332.5,0
GOLD,Gold Futures (GC=F),GC=F,2025-07-07,3305.5,3333.3,3299.2,3332.2,254
GOLD,Gold Futures (GC=F),GC=F,2025-07-08,3330.3999,3334.5,3287.6001,3307.0,909
GOLD,Gold Futures (GC=F),GC=F,2025-07-09,3289.3999,3314.0,3282.0,3311.6001,114
GOLD,Gold Futures (GC=F),GC=F,2025-07-10,3323.6001,3330.5,3311.6001,3317.3999,209
GOLD,Gold Futures (GC=F),GC=F,2025-07-11,3330.5,3370.0,3330.5,3356.0,776
GOLD,Gold Futures (GC=F),GC=F,2025-07-14,3367.0,3375.5,3350.0,3351.5,583
GOLD,Gold Futures (GC=F),GC=F,2025-07-15,3341.0,3341.0,3329.8,3329.8,210
GOLD,Gold Futures (GC=F),GC=F,2025-07-16,3341.2,3352.8999,3329.5,3352.5,10
GOLD,Gold Futures (GC=F),GC=F,2025-07-17,3313.8,3340.8,3313.8,3340.1001,667
GOLD,Gold Futures (GC=F),GC=F,2025-07-18,3338.2,3353.0,3338.2,3353.0,602
GOLD,Gold Futures (GC=F),GC=F,2025-07-21,3350.3,3411.7,3350.3,3401.8999,53
GOLD,Gold Futures (GC=F),GC=F,2025-07-22,3411.0,3441.0,3395.6001,3439.2,39
GOLD,Gold Futures (GC=F),GC=F,2025-07-23,3430.3,3433.8999,3388.1001,3394.1001,63
GOLD,Gold Futures (GC=F),GC=F,2025-07-24,3367.0,3371.0,3367.0,3371.0,1175
GOLD,Gold Futures (GC=F),GC=F,2025-07-25,3344.0,3345.0,3326.5,3334.0,67
GOLD,Gold Futures (GC=F),GC=F,2025-07-28,3326.6001,3326.8,3309.1001,3309.1001,533
GOLD,Gold Futures (GC=F),GC=F,2025-07-29,3323.3999,3323.3999,3323.3999,3323.3999,113144
GOLD,Gold Futures (GC=F),GC=F,2025-07-30,3325.8,3331.8,3263.8999,3295.8,19252
GOLD,Gold Futures (GC=F),GC=F,2025-07-31,3272.8999,3312.0,3272.8999,3293.2,3704
GOLD,Gold Futures (GC=F),GC=F,2025-08-01,3286.2,3360.6001,3281.0,3347.7,3420
GOLD,Gold Futures (GC=F),GC=F,2025-08-04,3367.6001,3386.5,3347.3999,3374.3999,351
GOLD,Gold Futures (GC=F),GC=F,2025-08-05,3378.5,3387.2,3351.2,3381.8999,915
GOLD,Gold Futures (GC=F),GC=F,2025-08-06,3380.7,3383.3,3361.3,3380.0,1492
GOLD,Gold Futures (GC=F),GC=F,2025-08-07,3384.8999,3422.8999,3384.8999,3400.3,5464
GOLD,Gold Futures (GC=F),GC=F,2025-08-08,3438.8,3477.0,3402.5,3439.1001,7657
GOLD,Gold Futures (GC=F),GC=F,2025-08-11,3383.8999,3383.8999,3349.2,3353.1001,1488
GOLD,Gold Futures (GC=F),GC=F,2025-08-12,3356.2,3356.2,3330.1001,3348.8999,1611
GOLD,Gold Futures (GC=F),GC=F,2025-08-13,3358.8,3363.3999,3358.7,3358.7,1011
GOLD,Gold Futures (GC=F),GC=F,2025-08-14,3346.8,3356.0,3328.8999,3335.2,592
GOLD,Gold Futures (GC=F),GC=F,2025-08-15,3346.8,3346.8,3335.8999,3336.0,1185
GOLD,Gold Futures (GC=F),GC=F,2025-08-18,3333.5,3347.8,3331.7,3331.7,646
GOLD,Gold Futures (GC=F),GC=F,2025-08-19,3330.2,3343.5,3313.3999,3313.3999,1655
GOLD,Gold Futures (GC=F),GC=F,2025-08-20,3310.6001,3343.5,3310.1001,3343.3999,1213
GOLD,Gold Futures (GC=F),GC=F,2025-08-21,3349.3999,3349.3999,3326.5,3336.8999,142
GOLD,Gold Futures (GC=F),GC=F,2025-08-22,3349.3999,3377.7,3349.3999,3374.3999,1240
GOLD,Gold Futures (GC=F),GC=F,2025-08-25,3366.0,3378.0,3366.0,3373.8,1044
GOLD,Gold Futures (GC=F),GC=F,2025-08-26,3378.8999,3396.5,3371.1001,3388.6001,905
GOLD,Gold Futures (GC=F),GC=F,2025-08-27,3397.0,3404.6001,3382.0,3404.6001,3222
GOLD,Gold Futures (GC=F),GC=F,2025-08-28,3409.0,3434.6001,3400.0,3431.8,1035
GOLD,Gold Futures (GC=F),GC=F,2025-08-29,3432.5,3475.6001,3426.6001,3473.7,0
GOLD,Gold Futures (GC=F),GC=F,2025-09-02,3485.7,3559.2,3485.7,3549.3999,658
GOLD,Gold Futures (GC=F),GC=F,2025-09-03,3554.8,3593.7,3553.2,3593.2,72
GOLD,Gold Futures (GC=F),GC=F,2025-09-04,3549.8999,3573.6001,3549.8999,3565.8,237
GOLD,Gold Futures (GC=F),GC=F,2025-09-05,3567.8,3613.2,3567.8,3613.2,925
GOLD,Gold Futures (GC=F),GC=F,2025-09-08,3594.5,3641.0,3590.0,3638.1001,97
GOLD,Gold Futures (GC=F),GC=F,2025-09-09,3647.1001,3670.3999,3627.8,3643.3,535
GOLD,Gold Futures (GC=F),GC=F,2025-09-10,3625.0,3655.3999,3620.8,3643.6001,136
GOLD,Gold Futures (GC=F),GC=F,2025-09-11,3632.8999,3636.8999,3618.3999,3636.8999,307
GOLD,Gold Futures (GC=F),GC=F,2025-09-12,3655.5,3656.8,3643.0,3649.3999,1300
GOLD,Gold Futures (GC=F),GC=F,2025-09-15,3640.0,3686.3999,3635.1001,3682.2,210
GOLD,Gold Futures (GC=F),GC=F,2025-09-16,3681.3999,3698.6001,3681.3999,3688.8999,373
GOLD,Gold Futures (GC=F),GC=F,2025-09-17,3669.0,3685.2,3661.6001,3681.8,183
GOLD,Gold Futures (GC=F),GC=F,2025-09-18,3654.6001,3667.3999,3637.0,3643.7,80
GOLD,Gold Futures (GC=F),GC=F,2025-09-19,3659.0,3685.8999,3658.2,3671.5,211
GOLD,Gold Futures (GC=F),GC=F,2025-09-22,3688.2,3748.2,3688.0,3740.7,410
GOLD,Gold Futures (GC=F),GC=F,2025-09-23,3747.0,3786.0,3740.0,3780.6001,627
GOLD,Gold Futures (GC=F),GC=F,2025-09-24,3769.8,3772.5,3732.1001,3732.1001,588
GOLD,Gold Futures (GC=F),GC=F,2025-09-25,3742.8,3756.0,3724.7,3736.8999,1899
GOLD,Gold Futures (GC=F),GC=F,2025-09-26,3775.3,3775.3,3775.3,3775.3,19308
GOLD,Gold Futures (GC=F),GC=F,2025-09-29,3754.8,3827.6001,3754.8,3820.8999,8860
GOLD,Gold Futures (GC=F),GC=F,2025-09-30,3827.5,3865.5,3793.3999,3840.8,1611
GOLD,Gold Futures (GC=F),GC=F,2025-10-01,3863.5,3891.8999,3853.3,3867.5,1778
GOLD,Gold Futures (GC=F),GC=F,2025-10-02,3856.2,3888.6001,3823.7,3839.7,3418
GOLD,Gold Futures (GC=F),GC=F,2025-10-03,3855.2,3886.8,3853.7,3880.8,392
GOLD,Gold Futures (GC=F),GC=F,2025-10-06,3931.3,3960.0,3926.8,3948.5,1267
GOLD,Gold Futures (GC=F),GC=F,2025-10-07,3959.3999,3981.5,3940.0,3976.6001,2903
GOLD,Gold Futures (GC=F),GC=F,2025-10-08,3987.2,4049.2,3987.2,4043.3,2179
GOLD,Gold Futures (GC=F),GC=F,2025-10-09,4011.2,4046.2,3940.0,3946.3,3130
GOLD,Gold Futures (GC=F),GC=F,2025-10-10,3957.0,4012.0,3945.5,3975.8999,1697
GOLD,Gold Futures (GC=F),GC=F,2025-10-13,4016.0,4111.0,4016.0,4108.6001,1697
GOLD,Gold Futures (GC=F),GC=F,2025-10-14,4131.7002,4160.1001,4085.8,4138.7002,2424
GOLD,Gold Futures (GC=F),GC=F,2025-10-15,4145.0,4210.6001,4145.0,4176.8999,3287
GOLD,Gold Futures (GC=F),GC=F,2025-10-16,4198.7998,4307.0,4196.6001,4280.2002,4705
GOLD,Gold Futures (GC=F),GC=F,2025-10-17,4354.7002,4358.0,4182.2002,4189.8999,4060
GOLD,Gold Futures (GC=F),GC=F,2025-10-20,4244.1001,4356.6001,4214.6001,4336.3999,1750
GOLD,Gold Futures (GC=F),GC=F,2025-10-21,4332.7002,4332.7002,4087.7,4087.7,2943
GOLD,Gold Futures (GC=F),GC=F,2025-10-22,4109.7002,4148.5,4006.0,4044.3999,1237
GOLD,Gold Futures (GC=F),GC=F,2025-10-23,4078.3999,4136.7998,4070.7,4125.5,354
GOLD,Gold Futures (GC=F),GC=F,2025-10-24,4117.5,4120.6001,4074.8999,4118.3999,123
GOLD,Gold Futures (GC=F),GC=F,2025-10-27,4060.0,4078.6001,3971.3,4001.8999,220
GOLD,Gold Futures (GC=F),GC=F,2025-10-28,3929.7,3966.2,3923.6001,3966.2,219
GOLD,Gold Futures (GC=F),GC=F,2025-10-29,3983.7,3983.7,3983.7,3983.7,1344
GOLD,Gold Futures (GC=F),GC=F,2025-10-30,3960.0,4027.2,3913.7,4001.3,935
GOLD,Gold Futures (GC=F),GC=F,2025-10-31,4034.5,4034.5,3976.6001,3982.2,559
GOLD,Gold Futures (GC=F),GC=F,2025-11-03,3976.2,4020.0,3959.0,4000.3,0
GOLD,Gold Futures (GC=F),GC=F,2025-11-04,3994.2,3995.3999,3927.3999,3947.7,657
GOLD,Gold Futures (GC=F),GC=F,2025-11-05,3929.8999,3983.5,3929.8999,3980.3,559
GOLD,Gold Futures (GC=F),GC=F,2025-11-06,4004.0,4007.5,3979.8999,3979.8999,650
GOLD,Gold Futures (GC=F),GC=F,2025-11-07,3980.8,3999.3999,3980.8,3999.3999,245
GOLD,Gold Futures (GC=F),GC=F,2025-11-10,4060.0,4111.7998,4060.0,4111.7998,189
GOLD,Gold Futures (GC=F),GC=F,2025-11-11,4140.1001,4140.1001,4106.7998,4106.7998,569
GOLD,Gold Futures (GC=F),GC=F,2025-11-12,4115.6001,4204.3999,4102.8999,4204.3999,396
GOLD,Gold Futures (GC=F),GC=F,2025-11-13,4228.7002,4228.7002,4163.7002,4186.8999,167
GOLD,Gold Futures (GC=F),GC=F,2025-11-14,4197.7002,4197.8999,4047.0,4087.6001,483
GOLD,Gold Futures (GC=F),GC=F,2025-11-17,4070.0,4099.5,4019.3999,4068.3,1552
GOLD,Gold Futures (GC=F),GC=F,2025-11-18,4037.3999,4063.3999,4035.6001,4061.3,1375
GOLD,Gold Futures (GC=F),GC=F,2025-11-19,4086.1001,4122.7002,4072.0,4077.7,486
GOLD,Gold Futures (GC=F),GC=F,2025-11-20,4045.0,4090.3999,4040.2,4056.5,202
GOLD,Gold Futures (GC=F),GC=F,2025-11-21,4031.8,4085.2,4031.8,4076.7,171
GOLD,Gold Futures (GC=F),GC=F,2025-11-24,4060.5,4091.8999,4060.5,4091.8999,591
GOLD,Gold Futures (GC=F),GC=F,2025-11-25,4139.2002,4139.2002,4139.2002,4139.2002,132704
GOLD,Gold Futures (GC=F),GC=F,2025-11-26,4128.6001,4171.0,4127.5,4165.2002,25088
GOLD,Gold Futures (GC=F),GC=F,2025-11-28,4163.3999,4223.8999,4140.0,4218.2998,3615
GOLD,Gold Futures (GC=F),GC=F,2025-12-01,4218.5,4262.1001,4214.8999,4239.2998,913
GOLD,Gold Futures (GC=F),GC=F,2025-12-02,4230.5,4230.5,4167.0,4186.6001,366
GOLD,Gold Futures (GC=F),GC=F,2025-12-03,4215.7002,4234.1001,4195.7002,4199.2998,1897
GOLD,Gold Futures (GC=F),GC=F,2025-12-04,4211.0,4211.7998,4175.0,4211.7998,616
GOLD,Gold Futures (GC=F),GC=F,2025-12-05,4204.1001,4255.7002,4194.5,4212.8999,533
GOLD,Gold Futures (GC=F),GC=F,2025-12-08,4205.5,4215.7998,4175.5,4187.2002,318
GOLD,Gold Futures (GC=F),GC=F,2025-12-09,4190.7002,4219.7002,4177.7002,4206.7002,660
GOLD,Gold Futures (GC=F),GC=F,2025-12-10,4209.0,4234.5,4183.6001,4196.3999,692
GOLD,Gold Futures (GC=F),GC=F,2025-12-11,4224.0,4286.8999,4214.2998,4285.5,528
GOLD,Gold Futures (GC=F),GC=F,2025-12-12,4276.3999,4355.0,4260.0,4300.1001,1531
GOLD,Gold Futures (GC=F),GC=F,2025-12-15,4308.2998,4349.2002,4292.8999,4306.7002,854
GOLD,Gold Futures (GC=F),GC=F,2025-12-16,4270.5,4321.3999,4270.5,4304.5,1796
GOLD,Gold Futures (GC=F),GC=F,2025-12-17,4308.5,4351.3999,4308.5,4347.5,2169
GOLD,Gold Futures (GC=F),GC=F,2025-12-18,4331.0,4348.1001,4328.2002,4339.5,705
GOLD,Gold Futures (GC=F),GC=F,2025-12-19,4350.1001,4361.3999,4350.1001,4361.3999,1065
GOLD,Gold Futures (GC=F),GC=F,2025-12-22,4371.1001,4447.6001,4371.1001,4444.6001,449
GOLD,Gold Futures (GC=F),GC=F,2025-12-23,4503.2998,4503.7998,4450.3999,4482.7998,694
GOLD,Gold Futures (GC=F),GC=F,2025-12-24,4500.7002,4503.3999,4468.3999,4480.6001,500
GOLD,Gold Futures (GC=F),GC=F,2025-12-26,4512.0,4556.2998,4502.0,4529.1001,263
GOLD,Gold Futures (GC=F),GC=F,2025-12-29,4371.5,4379.0,4325.1001,4325.1001,2044
GOLD,Gold Futures (GC=F),GC=F,2025-12-30,4346.3999,4403.6001,4338.0,4370.1001,1837
GOLD,Gold Futures (GC=F),GC=F,2025-12-31,4333.5,4363.7998,4285.0,4325.6001,785
GOLD,Gold Futures (GC=F),GC=F,2026-01-02,4350.6001,4350.6001,4314.3999,4314.3999,589
GOLD,Gold Futures (GC=F),GC=F,2026-01-05,4386.7002,4443.5,4384.7998,4436.8999,618
GOLD,Gold Futures (GC=F),GC=F,2026-01-06,4449.7002,4482.2002,4449.0,4482.2002,459
GOLD,Gold Futures (GC=F),GC=F,2026-01-07,4450.0,4450.0,4449.2998,4449.2998,972
GOLD,Gold Futures (GC=F),GC=F,2026-01-08,4460.2002,4461.2998,4418.0,4449.7002,2423
GOLD,Gold Futures (GC=F),GC=F,2026-01-09,4473.0,4490.2998,4473.0,4490.2998,237
GOLD,Gold Futures (GC=F),GC=F,2026-01-12,4579.1001,4620.0,4577.7998,4604.2998,156
GOLD,Gold Futures (GC=F),GC=F,2026-01-13,4578.6001,4617.1001,4578.6001,4589.2002,239
GOLD,Gold Futures (GC=F),GC=F,2026-01-14,4610.2998,4635.0,4608.2002,4626.2998,1313
GOLD,Gold Futures (GC=F),GC=F,2026-01-15,4612.8999,4616.2998,4612.8999,4616.2998,4358
GOLD,Gold Futures (GC=F),GC=F,2026-01-16,4608.0,4608.0,4588.3999,4588.3999,352
GOLD,Gold Futures (GC=F),GC=F,2026-01-20,4662.2002,4764.0,4661.7998,4759.6001,175
GOLD,Gold Futures (GC=F),GC=F,2026-01-21,4863.5,4872.2998,4771.5,4831.7998,1706
GOLD,Gold Futures (GC=F),GC=F,2026-01-22,4791.8999,4908.7998,4791.8999,4908.7998,1175
GOLD,Gold Futures (GC=F),GC=F,2026-01-23,4949.6001,4976.2002,4936.0,4976.2002,169
GOLD,Gold Futures (GC=F),GC=F,2026-01-26,5081.5,5095.6001,5052.2002,5079.7002,180
GOLD,Gold Futures (GC=F),GC=F,2026-01-27,5079.8999,5079.8999,5079.8999,5079.8999,34
GOLD,Gold Futures (GC=F),GC=F,2026-01-28,5301.6001,5301.6001,5301.6001,5301.6001,112054
GOLD,Gold Futures (GC=F),GC=F,2026-01-29,5415.7002,5586.2002,5097.5,5318.3999,23709
GOLD,Gold Futures (GC=F),GC=F,2026-01-30,5376.3999,5440.5,4700.0,4713.8999,8374
GOLD,Gold Futures (GC=F),GC=F,2026-02-02,4807.7002,4855.7998,4400.0,4622.5,3588
GOLD,Gold Futures (GC=F),GC=F,2026-02-03,4680.0,4984.6001,4674.2998,4903.7002,1213
GOLD,Gold Futures (GC=F),GC=F,2026-02-04,4923.2998,5082.2002,4897.8999,4920.3999,3886
GOLD,Gold Futures (GC=F),GC=F,2026-02-05,5008.7002,5012.2998,4786.0,4861.3999,793
GOLD,Gold Futures (GC=F),GC=F,2026-02-06,4762.0,4958.5,4655.0,4951.2002,1386
GOLD,Gold Futures (GC=F),GC=F,2026-02-09,5017.3999,5065.7002,4979.1001,5050.8999,170
GOLD,Gold Futures (GC=F),GC=F,2026-02-10,5013.5,5029.0,5002.7002,5003.7998,281
GOLD,Gold Futures (GC=F),GC=F,2026-02-11,5049.8999,5111.2998,5041.2998,5071.6001,2681
GOLD,Gold Futures (GC=F),GC=F,2026-02-12,5060.3999,5078.1001,4892.0,4923.7002,484
GOLD,Gold Futures (GC=F),GC=F,2026-02-13,4953.0,5043.8999,4946.2002,5022.0,232
GOLD,Gold Futures (GC=F),GC=F,2026-02-17,5020.0,5020.0,4847.7998,4882.8999,540
GOLD,Gold Futures (GC=F),GC=F,2026-02-18,4872.2002,4987.0,4869.5,4986.5,544
GOLD,Gold Futures (GC=F),GC=F,2026-02-19,5014.7002,5014.7002,4975.8999,4975.8999,37
GOLD,Gold Futures (GC=F),GC=F,2026-02-20,5039.5,5072.7002,5039.5,5059.2998,134
GOLD,Gold Futures (GC=F),GC=F,2026-02-23,5120.2998,5211.6001,5120.2998,5204.7002,779
GOLD,Gold Futures (GC=F),GC=F,2026-02-24,5158.7998,5159.0,5112.7002,5155.7998,88
GOLD,Gold Futures (GC=F),GC=F,2026-02-25,5166.0,5206.3999,5166.0,5206.3999,1772
GOLD,Gold Futures (GC=F),GC=F,2026-02-26,5177.2002,5199.2002,5143.8999,5176.5,1520
GOLD,Gold Futures (GC=F),GC=F,2026-02-27,5186.7002,5280.0,5176.7002,5230.5,354
GOLD,Gold Futures (GC=F),GC=F,2026-03-02,5346.6001,5405.0,5266.2998,5294.3999,72
GOLD,Gold Futures (GC=F),GC=F,2026-03-03,5298.7002,5303.7998,5023.0,5107.3999,1776
GOLD,Gold Futures (GC=F),GC=F,2026-03-04,5130.7002,5180.2002,5117.2002,5120.2002,679
GOLD,Gold Futures (GC=F),GC=F,2026-03-05,5169.5,5169.5,5054.7002,5065.2998,1701
GOLD,Gold Futures (GC=F),GC=F,2026-03-06,5121.0,5146.1001,5076.1001,5146.1001,148
GOLD,Gold Futures (GC=F),GC=F,2026-03-09,5155.0,5160.6001,5077.7002,5091.5,639
GOLD,Gold Futures (GC=F),GC=F,2026-03-10,5138.2002,5229.7002,5137.6001,5229.7002,4300
GOLD,Gold Futures (GC=F),GC=F,2026-03-11,5190.7998,5191.2998,5167.3999,5167.3999,633
GOLD,Gold Futures (GC=F),GC=F,2026-03-12,5137.2002,5137.2002,5115.7998,5115.7998,410
GOLD,Gold Futures (GC=F),GC=F,2026-03-13,5089.6001,5117.0,5009.5,5052.5,479
GOLD,Gold Futures (GC=F),GC=F,2026-03-16,5001.6001,5010.6001,4994.0,4994.0,130
GOLD,Gold Futures (GC=F),GC=F,2026-03-17,5017.6001,5017.6001,4994.2002,5001.0,239
GOLD,Gold Futures (GC=F),GC=F,2026-03-18,4949.6001,4949.6001,4821.7002,4889.8999,1461
GOLD,Gold Futures (GC=F),GC=F,2026-03-19,4830.2998,4830.2998,4554.0,4600.7002,627
GOLD,Gold Futures (GC=F),GC=F,2026-03-20,4686.8999,4686.8999,4570.3999,4570.3999,235
GOLD,Gold Futures (GC=F),GC=F,2026-03-23,4353.0,4480.3999,4100.7998,4404.1001,544
GOLD,Gold Futures (GC=F),GC=F,2026-03-24,4338.7002,4399.2998,4325.2002,4399.2998,378
GOLD,Gold Futures (GC=F),GC=F,2026-03-25,4549.0,4551.8999,4541.7998,4549.7998,388
GOLD,Gold Futures (GC=F),GC=F,2026-03-26,4441.5,4443.1001,4375.5,4375.5,1070
GOLD,Gold Futures (GC=F),GC=F,2026-03-27,4492.0,4492.0,4492.0,4492.0,74348
GOLD,Gold Futures (GC=F),GC=F,2026-03-30,4482.7998,4579.1001,4413.3999,4526.0,10816
GOLD,Gold Futures (GC=F),GC=F,2026-03-31,4510.0,4684.1001,4508.6001,4647.6001,4264
GOLD,Gold Futures (GC=F),GC=F,2026-04-01,4668.3999,4789.1001,4668.0,4783.2002,1637
GOLD,Gold Futures (GC=F),GC=F,2026-04-02,4764.8999,4784.3999,4558.8999,4651.5,0
GOLD,Gold Futures (GC=F),GC=F,2026-04-06,4656.1001,4689.6001,4605.0,4656.7998,148
GOLD,Gold Futures (GC=F),GC=F,2026-04-07,4624.8999,4676.2998,4608.0,4657.1001,327
GOLD,Gold Futures (GC=F),GC=F,2026-04-08,4760.0,4851.0,4738.7998,4749.5,405
GOLD,Gold Futures (GC=F),GC=F,2026-04-09,4711.0,4799.1001,4711.0,4792.2002,1277
GOLD,Gold Futures (GC=F),GC=F,2026-04-10,4745.8999,4791.0,4744.8999,4761.8999,812
GOLD,Gold Futures (GC=F),GC=F,2026-04-13,4704.0,4742.3999,4704.0,4742.3999,32
GOLD,Gold Futures (GC=F),GC=F,2026-04-14,4770.1001,4841.6001,4770.1001,4825.0,288
GOLD,Gold Futures (GC=F),GC=F,2026-04-15,4843.6001,4843.6001,4798.0,4800.0,182
GOLD,Gold Futures (GC=F),GC=F,2026-04-16,4810.8999,4810.8999,4785.3999,4785.3999,805
GOLD,Gold Futures (GC=F),GC=F,2026-04-17,4771.6001,4879.7002,4767.2002,4857.6001,1902
GOLD,Gold Futures (GC=F),GC=F,2026-04-20,4793.8999,4811.0,4770.0,4806.6001,724
GOLD,Gold Futures (GC=F),GC=F,2026-04-21,4698.3999,4705.0,4676.3999,4698.3999,1197
GOLD,Gold Futures (GC=F),GC=F,2026-04-22,4754.2002,4754.2002,4732.5,4732.5,765
GOLD,Gold Futures (GC=F),GC=F,2026-04-23,4711.5,4732.3999,4705.1001,4705.1001,292
GOLD,Gold Futures (GC=F),GC=F,2026-04-24,4695.0,4722.2998,4657.5,4722.2998,45
GOLD,Gold Futures (GC=F),GC=F,2026-04-27,4707.6001,4711.1001,4675.3999,4675.3999,45
GOLD,Gold Futures (GC=F),GC=F,2026-04-28,4697.5,4716.5,4567.6001,4606.2998,127691
NVDA,NVIDIA Corporation,NVDA,2025-04-28,109.6642,110.344,105.995,108.7044,207708500
NVDA,NVIDIA Corporation,NVDA,2025-04-29,107.6446,110.174,107.4147,108.9943,170444300
NVDA,NVIDIA Corporation,NVDA,2025-04-30,104.4454,108.8943,104.0555,108.8943,235044600
NVDA,NVIDIA Corporation,NVDA,2025-05-01,113.0534,114.9129,111.2738,111.5837,236121500
NVDA,NVIDIA Corporation,NVDA,2025-05-02,114.1531,115.3728,113.3433,114.473,190194800
NVDA,NVIDIA Corporation,NVDA,2025-05-05,112.8834,114.643,112.6335,113.7932,133163200
NVDA,NVIDIA Corporation,NVDA,2025-05-06,111.4537,114.713,110.7939,113.5133,158525600
NVDA,NVIDIA Corporation,NVDA,2025-05-07,113.0234,117.6523,112.2536,117.0324,206758800
NVDA,NVIDIA Corporation,NVDA,2025-05-08,118.2222,118.6521,115.8227,117.3424,198428100
NVDA,NVIDIA Corporation,NVDA,2025-05-09,117.3224,118.2022,115.1829,116.6225,132972200
NVDA,NVIDIA Corporation,NVDA,2025-05-12,121.9413,122.971,120.2517,122.971,225023300
NVDA,NVIDIA Corporation,NVDA,2025-05-13,124.9506,131.1891,124.4407,129.8994,330430100
NVDA,NVIDIA Corporation,NVDA,2025-05-14,133.1686,135.4081,131.649,135.3081,281180800
NVDA,NVIDIA Corporation,NVDA,2025-05-15,134.2584,136.2679,132.6287,134.7982,226632600
NVDA,NVIDIA Corporation,NVDA,2025-05-16,136.1879,136.3179,133.4286,135.3681,226542500
NVDA,NVIDIA Corporation,NVDA,2025-05-19,132.3588,135.838,132.3588,135.5381,193154600
NVDA,NVIDIA Corporation,NVDA,2025-05-20,134.2584,134.5483,132.5887,134.3483,161514200
NVDA,NVIDIA Corporation,NVDA,2025-05-21,133.0286,137.3676,130.5592,131.769,270608700
NVDA,NVIDIA Corporation,NVDA,2025-05-22,132.1988,134.2184,131.519,132.7987,187344000
NVDA,NVIDIA Corporation,NVDA,2025-05-23,129.9694,132.6487,129.1296,131.2591,198821300
NVDA,NVIDIA Corporation,NVDA,2025-05-27,134.1184,135.628,133.2786,135.4681,192953600
NVDA,NVIDIA Corporation,NVDA,2025-05-28,135.998,137.2177,134.7582,134.7782,304021100
NVDA,NVIDIA Corporation,NVDA,2025-05-29,142.2165,143.4562,137.8775,139.1572,369241900
NVDA,NVIDIA Corporation,NVDA,2025-05-30,138.6873,139.5871,132.8887,135.0982,333170900
NVDA,NVIDIA Corporation,NVDA,2025-06-02,135.4581,138.0875,135.3681,137.3476,197663100
NVDA,NVIDIA Corporation,NVDA,2025-06-03,138.7473,141.9665,137.9175,141.1867,225578800
NVDA,NVIDIA Corporation,NVDA,2025-06-04,142.1565,142.3565,139.5071,141.8866,167120800
NVDA,NVIDIA Corporation,NVDA,2025-06-05,142.1365,143.9661,138.7973,139.957,231397900
NVDA,NVIDIA Corporation,NVDA,2025-06-06,142.4764,143.2362,141.4766,141.6866,153986200
NVDA,NVIDIA Corporation,NVDA,2025-06-09,143.1563,144.9658,141.9066,142.5964,185114500
NVDA,NVIDIA Corporation,NVDA,2025-06-10,142.6564,144.256,141.4967,143.9261,155881900
NVDA,NVIDIA Corporation,NVDA,2025-06-11,144.586,144.9659,141.8464,142.8063,167694000
NVDA,NVIDIA Corporation,NVDA,2025-06-12,141.9464,144.9759,141.8264,144.9759,162365000
NVDA,NVIDIA Corporation,NVDA,2025-06-13,142.4563,143.5561,140.8266,141.9464,180820600
NVDA,NVIDIA Corporation,NVDA,2025-06-16,143.3262,146.1557,143.1762,144.666,183133700
NVDA,NVIDIA Corporation,NVDA,2025-06-17,144.466,145.1959,143.7561,144.096,139108000
NVDA,NVIDIA Corporation,NVDA,2025-06-18,143.9861,145.6258,143.0962,145.4558,161494100
NVDA,NVIDIA Corporation,NVDA,2025-06-20,145.4258,146.1757,142.6263,143.8261,242956200
NVDA,NVIDIA Corporation,NVDA,2025-06-23,142.4763,144.7559,142.0064,144.146,154308900
